# BUSCO version is: 2.0.1 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /home/deepseq/tool/BUSCO_v2.0.1/BUSCO.py -i Trinity.fasta.ca -o 202011110210-B1YMW2LFF1NY5T3G_DE_trans -l /home/deepseq/tool/BUSCO_v2.0.1/embryophyta_odb9/ -m tran -c 32 -sp arabidopsis
#
# Busco id	Status	Sequence	Score	Length
EOG093602H1	Duplicated	C0000183011_TRINITY_DN27450_c2_g2_i2	1384.8	662
EOG093602H1	Duplicated	C0000183011_TRINITY_DN27450_c2_g2_i2	1384.8	662
EOG093602H1	Duplicated	C0000183018_TRINITY_DN27450_c2_g2_i5	1388.0	662
EOG093602H1	Duplicated	C0000183033_TRINITY_DN27450_c2_g2_i7	1388.1	662
EOG093602HL	Duplicated	C0000198368_TRINITY_DN24606_c0_g1_i1	1304.7	662
EOG093602HL	Duplicated	C0000198370_TRINITY_DN24606_c0_g1_i3	1169.0	595
EOG093602HL	Duplicated	C0000198373_TRINITY_DN24606_c0_g1_i6	1304.6	662
EOG093602I0	Duplicated	C0000119853_TRINITY_DN26287_c0_g3_i1	1456.6	830
EOG093602I0	Duplicated	C0000119862_TRINITY_DN26287_c0_g2_i4	1442.1	830
EOG093602I0	Duplicated	C0000119863_TRINITY_DN26287_c0_g2_i5	1456.6	830
EOG093602IG	Duplicated	C0000036647_TRINITY_DN23835_c0_g1_i6	1353.4	891
EOG093602IG	Duplicated	C0000036649_TRINITY_DN23835_c0_g2_i4	1353.4	891
EOG093602K0	Duplicated	C0000097650_TRINITY_DN26349_c0_g1_i1	996.9	675
EOG093602K0	Duplicated	C0000097661_TRINITY_DN26349_c0_g2_i6	943.3	675
EOG093602K0	Duplicated	C0000097665_TRINITY_DN26349_c0_g1_i8	913.5	650
EOG093602KH	Complete	C0000214956_TRINITY_DN23671_c0_g2_i4	1291.2	680
EOG093602KV	Duplicated	C0000137865_TRINITY_DN27655_c1_g1_i10	1107.8	769
EOG093602KV	Duplicated	C0000137866_TRINITY_DN27655_c1_g1_i11	1113.6	740
EOG093602LT	Fragmented	C0000204614_TRINITY_DN16391_c0_g1_i2	107.8	70
EOG093602MY	Duplicated	C0000182013_TRINITY_DN27434_c1_g2_i32	1217.1	644
EOG093602MY	Duplicated	C0000182014_TRINITY_DN27434_c1_g2_i33	1215.7	643
EOG093602MY	Duplicated	C0000182015_TRINITY_DN27434_c1_g2_i34	1215.1	643
EOG093602N6	Missing
EOG093602O1	Complete	C0000118187_TRINITY_DN5822_c0_g1_i2	617.2	596
EOG093602OJ	Missing
EOG093602PW	Missing
EOG093602QH	Duplicated	C0000174317_TRINITY_DN25969_c1_g1_i7	1044.2	627
EOG093602QH	Duplicated	C0000176646_TRINITY_DN20414_c0_g1_i1	1044.9	627
EOG093602QH	Duplicated	C0000176647_TRINITY_DN20414_c0_g1_i2	1043.8	626
EOG093602QV	Duplicated	C0000290223_TRINITY_DN25436_c2_g1_i6	1385.4	705
EOG093602QV	Duplicated	C0000290223_TRINITY_DN25436_c2_g1_i6	1426.9	695
EOG093602QV	Duplicated	C0000290229_TRINITY_DN25436_c2_g1_i8	1427.1	695
EOG093602QV	Duplicated	C0000290229_TRINITY_DN25436_c2_g1_i8	1427.1	695
EOG093602QV	Duplicated	C0000290231_TRINITY_DN25436_c2_g1_i9	1402.0	697
EOG093602QV	Duplicated	C0000290231_TRINITY_DN25436_c2_g1_i9	1426.9	695
EOG093602RY	Duplicated	C0000101928_TRINITY_DN28989_c3_g1_i24	987.3	576
EOG093602RY	Duplicated	C0000101929_TRINITY_DN28989_c3_g1_i25	985.3	576
EOG093602RY	Duplicated	C0000101939_TRINITY_DN28989_c3_g1_i35	985.1	576
EOG093602S0	Duplicated	C0000222239_TRINITY_DN25572_c0_g1_i8	1126.3	606
EOG093602S0	Duplicated	C0000222242_TRINITY_DN25572_c0_g1_i11	1126.1	606
EOG093602S0	Duplicated	C0000222257_TRINITY_DN25572_c0_g1_i25	1126.2	606
EOG093602SP	Duplicated	C0000204222_TRINITY_DN23565_c0_g1_i5	952.3	681
EOG093602SP	Duplicated	C0000204223_TRINITY_DN23565_c0_g1_i6	926.8	662
EOG093602SP	Duplicated	C0000204223_TRINITY_DN23565_c0_g1_i6	951.2	681
EOG093602SP	Duplicated	C0000204224_TRINITY_DN23565_c0_g1_i7	950.6	681
EOG093602SW	Complete	C0000013207_TRINITY_DN8946_c0_g1_i1	589.6	384
EOG093602T8	Complete	C0000027533_TRINITY_DN26700_c0_g1_i1	817.1	438
EOG093602TY	Duplicated	C0000127272_TRINITY_DN27325_c0_g1_i10	1040.9	641
EOG093602TY	Duplicated	C0000127285_TRINITY_DN27325_c0_g2_i11	1040.9	641
EOG093602TY	Duplicated	C0000127288_TRINITY_DN27325_c0_g1_i18	985.9	598
EOG093602U5	Duplicated	C0000109455_TRINITY_DN22506_c0_g1_i2	1127.4	672
EOG093602U5	Duplicated	C0000109456_TRINITY_DN22506_c0_g1_i3	1126.0	672
EOG093602U5	Duplicated	C0000109457_TRINITY_DN22506_c0_g2_i1	1126.0	672
EOG093602UL	Missing
EOG093602V4	Duplicated	C0000200660_TRINITY_DN28334_c2_g1_i2	1312.3	732
EOG093602V4	Duplicated	C0000200683_TRINITY_DN28334_c2_g1_i25	1267.9	701
EOG093602V4	Duplicated	C0000200686_TRINITY_DN28334_c2_g1_i28	1312.1	732
EOG093602VC	Missing
EOG093602VE	Duplicated	C0000041635_TRINITY_DN26469_c0_g1_i3	878.0	583
EOG093602VE	Duplicated	C0000041636_TRINITY_DN26469_c0_g1_i4	903.3	581
EOG093602VE	Duplicated	C0000041652_TRINITY_DN26469_c0_g1_i19	878.7	583
EOG093602VI	Complete	C0000081026_TRINITY_DN83161_c0_g1_i1	1060.3	644
EOG093602WA	Complete	C0000290460_TRINITY_DN25489_c0_g1_i1	936.0	631
EOG093602X4	Duplicated	C0000126560_TRINITY_DN27393_c1_g1_i5	768.5	640
EOG093602X4	Duplicated	C0000126563_TRINITY_DN27393_c1_g1_i6	768.7	666
EOG093602X4	Duplicated	C0000126574_TRINITY_DN27393_c1_g1_i14	747.8	676
EOG093602XV	Duplicated	C0000210071_TRINITY_DN27003_c0_g1_i3	843.1	550
EOG093602XV	Duplicated	C0000210084_TRINITY_DN27003_c0_g2_i6	824.5	496
EOG093602XV	Duplicated	C0000210088_TRINITY_DN27003_c0_g2_i10	825.6	496
EOG093602XZ	Complete	C0000077068_TRINITY_DN32367_c0_g1_i1	1047.0	690
EOG093602Y5	Duplicated	C0000229262_TRINITY_DN28187_c0_g2_i2	1074.0	628
EOG093602Y5	Duplicated	C0000229266_TRINITY_DN28187_c0_g2_i4	1079.9	640
EOG093602Y5	Duplicated	C0000229269_TRINITY_DN28187_c0_g2_i6	1079.9	640
EOG093602Y9	Duplicated	C0000265526_TRINITY_DN26690_c4_g1_i11	1277.6	635
EOG093602Y9	Duplicated	C0000265528_TRINITY_DN26690_c4_g1_i12	1277.2	635
EOG093602Y9	Duplicated	C0000265533_TRINITY_DN26690_c4_g1_i17	1277.1	635
EOG093602YD	Duplicated	C0000058980_TRINITY_DN28704_c2_g1_i3	1001.4	619
EOG093602YD	Duplicated	C0000058983_TRINITY_DN28704_c2_g1_i5	1001.4	619
EOG093602YD	Duplicated	C0000058987_TRINITY_DN28704_c2_g1_i8	973.4	600
EOG093602YD	Duplicated	C0000058987_TRINITY_DN28704_c2_g1_i8	996.4	635
EOG093602Z8	Complete	C0000031171_TRINITY_DN20522_c0_g1_i3	871.8	447
EOG093602ZN	Duplicated	C0000102561_TRINITY_DN28956_c5_g1_i5	957.5	630
EOG093602ZN	Duplicated	C0000102562_TRINITY_DN28956_c5_g1_i6	958.3	630
EOG09360300	Duplicated	C0000039319_TRINITY_DN22158_c0_g1_i2	849.4	512
EOG09360300	Duplicated	C0000039321_TRINITY_DN22158_c0_g1_i4	778.8	430
EOG09360300	Duplicated	C0000039321_TRINITY_DN22158_c0_g1_i4	846.9	512
EOG09360300	Duplicated	C0000039322_TRINITY_DN22158_c0_g1_i5	780.7	430
EOG09360317	Duplicated	C0000047940_TRINITY_DN26099_c0_g2_i6	1333.1	641
EOG09360317	Duplicated	C0000047943_TRINITY_DN26099_c0_g2_i9	1331.7	641
EOG09360317	Duplicated	C0000047945_TRINITY_DN26099_c0_g2_i11	1331.6	641
EOG0936031D	Complete	C0000255429_TRINITY_DN22314_c0_g1_i2	793.2	705
EOG0936031Y	Duplicated	C0000146399_TRINITY_DN22884_c0_g2_i1	1236.6	784
EOG0936031Y	Duplicated	C0000146401_TRINITY_DN22884_c0_g2_i3	1236.9	784
EOG0936032C	Duplicated	C0000290306_TRINITY_DN25445_c0_g1_i12	300.4	345
EOG0936032C	Duplicated	C0000290307_TRINITY_DN25445_c0_g1_i13	299.8	342
EOG0936032P	Missing
EOG0936033H	Duplicated	C0000028312_TRINITY_DN26727_c1_g1_i1	840.0	717
EOG0936033H	Duplicated	C0000028313_TRINITY_DN26727_c1_g1_i2	838.4	691
EOG0936033H	Duplicated	C0000028315_TRINITY_DN26727_c1_g1_i4	793.6	611
EOG0936033H	Duplicated	C0000028315_TRINITY_DN26727_c1_g1_i4	835.3	691
EOG0936033V	Duplicated	C0000249755_TRINITY_DN25858_c0_g1_i15	1025.2	652
EOG0936033V	Duplicated	C0000249755_TRINITY_DN25858_c0_g1_i15	1080.4	700
EOG0936033V	Duplicated	C0000249757_TRINITY_DN25858_c0_g1_i17	1081.4	668
EOG0936033V	Duplicated	C0000249757_TRINITY_DN25858_c0_g1_i17	1081.4	668
EOG0936033V	Duplicated	C0000249760_TRINITY_DN25858_c0_g1_i20	1083.0	668
EOG09360353	Missing
EOG09360358	Duplicated	C0000039549_TRINITY_DN22137_c0_g1_i1	1031.1	596
EOG09360358	Duplicated	C0000039551_TRINITY_DN22137_c0_g1_i3	1028.3	596
EOG09360358	Duplicated	C0000039551_TRINITY_DN22137_c0_g1_i3	1028.4	596
EOG09360358	Duplicated	C0000039553_TRINITY_DN22137_c0_g1_i5	1030.5	596
EOG0936035H	Missing
EOG0936035T	Duplicated	C0000073831_TRINITY_DN22773_c0_g2_i3	1132.2	649
EOG0936035T	Duplicated	C0000073833_TRINITY_DN22773_c0_g2_i4	1222.1	718
EOG0936035T	Duplicated	C0000073835_TRINITY_DN22773_c0_g2_i6	1178.6	718
EOG0936035U	Duplicated	C0000040432_TRINITY_DN26435_c0_g3_i9	938.4	556
EOG0936035U	Duplicated	C0000040434_TRINITY_DN26435_c0_g3_i11	938.2	556
EOG0936035U	Duplicated	C0000040435_TRINITY_DN26435_c0_g2_i12	938.5	556
EOG0936036G	Duplicated	C0000153786_TRINITY_DN27918_c5_g1_i8	950.1	607
EOG0936036G	Duplicated	C0000153790_TRINITY_DN27918_c5_g1_i12	951.3	627
EOG0936036G	Duplicated	C0000153795_TRINITY_DN27918_c5_g1_i17	951.2	601
EOG0936036H	Missing
EOG0936036V	Fragmented	C0000095156_TRINITY_DN30152_c0_g2_i5	879.0	724
EOG0936037E	Complete	C0000262986_TRINITY_DN21464_c0_g2_i1	828.6	479
EOG0936037T	Duplicated	C0000044662_TRINITY_DN25388_c0_g2_i21	917.1	881
EOG0936037T	Duplicated	C0000044666_TRINITY_DN25388_c0_g2_i25	916.7	881
EOG0936037T	Duplicated	C0000044668_TRINITY_DN25388_c0_g2_i27	916.9	881
EOG0936037Y	Duplicated	C0000041402_TRINITY_DN26493_c1_g2_i11	784.6	572
EOG0936037Y	Duplicated	C0000041409_TRINITY_DN26493_c1_g2_i15	780.0	567
EOG0936037Y	Duplicated	C0000041416_TRINITY_DN26493_c1_g1_i11	782.4	575
EOG09360383	Duplicated	C0000111047_TRINITY_DN24156_c0_g2_i3	679.9	589
EOG09360383	Duplicated	C0000111058_TRINITY_DN24156_c0_g4_i3	680.0	589
EOG09360383	Duplicated	C0000111062_TRINITY_DN24156_c0_g2_i7	681.0	589
EOG0936038D	Duplicated	C0000003220_TRINITY_DN27570_c0_g2_i2	1389.0	660
EOG0936038D	Duplicated	C0000003221_TRINITY_DN27570_c0_g2_i3	1388.9	660
EOG0936038D	Duplicated	C0000003249_TRINITY_DN27570_c0_g2_i16	1368.3	664
EOG0936038M	Duplicated	C0000164954_TRINITY_DN24720_c0_g1_i1	722.0	585
EOG0936038M	Duplicated	C0000164957_TRINITY_DN24720_c0_g1_i4	721.8	585
EOG0936038S	Duplicated	C0000106953_TRINITY_DN28615_c3_g1_i6	1106.9	623
EOG0936038S	Duplicated	C0000106954_TRINITY_DN28615_c3_g1_i7	1107.0	623
EOG0936038S	Duplicated	C0000106966_TRINITY_DN28615_c3_g1_i19	1106.9	623
EOG0936038Z	Missing
EOG09360391	Complete	C0000084031_TRINITY_DN30090_c7_g1_i1	954.3	585
EOG09360394	Complete	C0000189473_TRINITY_DN22026_c0_g1_i1	963.1	621
EOG093603DJ	Duplicated	C0000074608_TRINITY_DN27739_c0_g1_i3	969.9	553
EOG093603DJ	Duplicated	C0000074611_TRINITY_DN27739_c0_g1_i5	990.7	573
EOG093603DJ	Duplicated	C0000074615_TRINITY_DN27739_c0_g2_i4	990.7	573
EOG093603DO	Missing
EOG093603EX	Missing
EOG093603F5	Fragmented	C0000189521_TRINITY_DN22072_c0_g1_i7	810.0	556
EOG093603FC	Duplicated	C0000307851_TRINITY_DN25170_c0_g1_i1	1182.7	656
EOG093603FC	Duplicated	C0000307851_TRINITY_DN25170_c0_g1_i1	1182.7	656
EOG093603FC	Duplicated	C0000307863_TRINITY_DN25170_c0_g1_i13	1182.7	656
EOG093603FC	Duplicated	C0000307864_TRINITY_DN25170_c0_g1_i14	1112.4	617
EOG093603FC	Duplicated	C0000307864_TRINITY_DN25170_c0_g1_i14	1183.0	656
EOG093603FG	Missing
EOG093603FS	Duplicated	C0000009806_TRINITY_DN28818_c4_g1_i4	883.7	631
EOG093603FS	Duplicated	C0000009806_TRINITY_DN28818_c4_g1_i4	883.7	631
EOG093603FS	Duplicated	C0000009807_TRINITY_DN28818_c4_g1_i5	883.8	631
EOG093603FS	Duplicated	C0000009808_TRINITY_DN28818_c4_g1_i6	883.8	631
EOG093603FS	Duplicated	C0000009808_TRINITY_DN28818_c4_g1_i6	883.8	631
EOG093603GP	Missing
EOG093603H7	Missing
EOG093603HD	Duplicated	C0000287333_TRINITY_DN23209_c0_g1_i1	1159.5	604
EOG093603HD	Duplicated	C0000287337_TRINITY_DN23209_c0_g2_i3	1159.5	604
EOG093603HD	Duplicated	C0000287338_TRINITY_DN23209_c0_g1_i3	1160.1	604
EOG093603I2	Duplicated	C0000190115_TRINITY_DN20169_c1_g1_i1	893.6	552
EOG093603I2	Duplicated	C0000190117_TRINITY_DN20169_c1_g1_i3	790.8	475
EOG093603I2	Duplicated	C0000190118_TRINITY_DN20169_c1_g1_i4	893.7	552
EOG093603IB	Duplicated	C0000186534_TRINITY_DN26957_c0_g3_i9	817.1	631
EOG093603IB	Duplicated	C0000186574_TRINITY_DN26957_c0_g3_i23	861.0	646
EOG093603IB	Duplicated	C0000186576_TRINITY_DN26957_c0_g3_i24	861.1	646
EOG093603IM	Complete	C0000032594_TRINITY_DN93152_c0_g1_i1	603.2	433
EOG093603J1	Duplicated	C0000287681_TRINITY_DN23238_c0_g1_i3	1165.2	650
EOG093603J1	Duplicated	C0000287682_TRINITY_DN23238_c0_g1_i4	1027.5	568
EOG093603J1	Duplicated	C0000287684_TRINITY_DN23238_c0_g1_i6	1165.2	650
EOG093603J5	Missing
EOG093603JD	Duplicated	C0000101754_TRINITY_DN28945_c1_g2_i2	649.1	608
EOG093603JD	Duplicated	C0000101756_TRINITY_DN28945_c1_g2_i4	689.9	639
EOG093603JD	Duplicated	C0000101767_TRINITY_DN28945_c1_g2_i10	689.4	639
EOG093603K3	Duplicated	C0000115073_TRINITY_DN29360_c5_g2_i1	1149.2	671
EOG093603K3	Duplicated	C0000115074_TRINITY_DN29360_c5_g2_i2	1012.2	616
EOG093603K3	Duplicated	C0000115076_TRINITY_DN29360_c5_g1_i3	1148.9	671
EOG093603K7	Duplicated	C0000291441_TRINITY_DN16806_c0_g1_i1	540.8	360
EOG093603K7	Duplicated	C0000291442_TRINITY_DN16806_c0_g1_i2	541.0	360
EOG093603K7	Duplicated	C0000303880_TRINITY_DN19377_c0_g1_i1	534.3	348
EOG093603K9	Duplicated	C0000289889_TRINITY_DN25484_c3_g3_i2	1006.6	807
EOG093603K9	Duplicated	C0000289891_TRINITY_DN25484_c3_g2_i2	1101.4	840
EOG093603K9	Duplicated	C0000289911_TRINITY_DN25484_c3_g3_i14	1101.6	841
EOG093603KJ	Duplicated	C0000277709_TRINITY_DN30452_c0_g1_i1	880.2	557
EOG093603KJ	Duplicated	C0000277710_TRINITY_DN30452_c0_g1_i2	879.8	557
EOG093603KJ	Duplicated	C0000277712_TRINITY_DN30452_c0_g1_i4	881.0	557
EOG093603LQ	Duplicated	C0000122900_TRINITY_DN29675_c1_g3_i10	843.5	687
EOG093603LQ	Duplicated	C0000122900_TRINITY_DN29675_c1_g3_i10	843.6	687
EOG093603LQ	Duplicated	C0000122917_TRINITY_DN29675_c1_g3_i12	843.9	686
EOG093603LQ	Duplicated	C0000122917_TRINITY_DN29675_c1_g3_i12	844.0	585
EOG093603LQ	Duplicated	C0000122926_TRINITY_DN29675_c1_g3_i14	843.7	686
EOG093603LQ	Duplicated	C0000122926_TRINITY_DN29675_c1_g3_i14	843.8	686
EOG093603M5	Duplicated	C0000075489_TRINITY_DN27767_c3_g4_i4	1241.7	612
EOG093603M5	Duplicated	C0000075492_TRINITY_DN27767_c3_g3_i3	1241.5	612
EOG093603M5	Duplicated	C0000075498_TRINITY_DN27767_c3_g4_i8	1241.8	612
EOG093603MT	Duplicated	C0000010034_TRINITY_DN28823_c0_g1_i1	1051.6	575
EOG093603MT	Duplicated	C0000010037_TRINITY_DN28823_c0_g2_i1	1050.5	575
EOG093603MT	Duplicated	C0000010038_TRINITY_DN28823_c0_g2_i2	1024.5	576
EOG093603NH	Duplicated	C0000298956_TRINITY_DN25618_c0_g1_i10	1080.6	572
EOG093603NH	Duplicated	C0000298962_TRINITY_DN25618_c0_g2_i11	1080.5	572
EOG093603NH	Duplicated	C0000298963_TRINITY_DN25618_c0_g1_i14	1080.5	572
EOG093603OJ	Duplicated	C0000268508_TRINITY_DN29561_c0_g1_i14	764.0	570
EOG093603OJ	Duplicated	C0000268508_TRINITY_DN29561_c0_g1_i14	764.1	570
EOG093603OJ	Duplicated	C0000268510_TRINITY_DN29561_c0_g1_i16	764.0	570
EOG093603OJ	Duplicated	C0000268510_TRINITY_DN29561_c0_g1_i16	764.1	570
EOG093603OJ	Duplicated	C0000268512_TRINITY_DN29561_c0_g1_i18	764.0	570
EOG093603OJ	Duplicated	C0000268512_TRINITY_DN29561_c0_g1_i18	764.0	570
EOG093603OL	Fragmented	C0000231422_TRINITY_DN28104_c2_g1_i12	688.2	384
EOG093603OR	Duplicated	C0000164804_TRINITY_DN24736_c0_g1_i1	1078.4	766
EOG093603OR	Duplicated	C0000249378_TRINITY_DN25876_c0_g1_i1	1070.1	737
EOG093603OR	Duplicated	C0000249379_TRINITY_DN25876_c0_g1_i2	1070.1	737
EOG093603OV	Duplicated	C0000039255_TRINITY_DN22171_c1_g2_i1	975.2	635
EOG093603OV	Duplicated	C0000039260_TRINITY_DN22171_c1_g1_i4	975.2	635
EOG093603OV	Duplicated	C0000039261_TRINITY_DN22171_c1_g2_i4	975.9	635
EOG093603PK	Duplicated	C0000042831_TRINITY_DN26466_c4_g1_i12	558.8	513
EOG093603PK	Duplicated	C0000042838_TRINITY_DN26466_c4_g1_i18	559.0	513
EOG093603PO	Duplicated	C0000092466_TRINITY_DN27135_c0_g2_i4	1000.6	611
EOG093603PO	Duplicated	C0000092468_TRINITY_DN27135_c0_g2_i5	1001.2	611
EOG093603PO	Duplicated	C0000092471_TRINITY_DN27135_c0_g1_i14	1000.6	611
EOG093603PW	Duplicated	C0000258437_TRINITY_DN29089_c0_g1_i14	896.9	514
EOG093603PW	Duplicated	C0000258441_TRINITY_DN29089_c0_g1_i18	896.3	514
EOG093603PW	Duplicated	C0000258450_TRINITY_DN29089_c0_g1_i27	896.7	514
EOG093603QH	Missing
EOG093603QQ	Duplicated	C0000016871_TRINITY_DN26501_c0_g1_i3	1070.7	604
EOG093603QQ	Duplicated	C0000016873_TRINITY_DN26501_c0_g2_i1	1070.8	604
EOG093603QQ	Duplicated	C0000016877_TRINITY_DN26501_c0_g2_i3	1071.6	628
EOG093603QT	Complete	C0000039283_TRINITY_DN22183_c0_g1_i3	549.0	568
EOG093603RD	Complete	C0000137036_TRINITY_DN27610_c0_g1_i7	1078.5	614
EOG093603RW	Duplicated	C0000232278_TRINITY_DN28141_c1_g1_i3	952.5	605
EOG093603RW	Duplicated	C0000232280_TRINITY_DN28141_c1_g4_i1	952.5	605
EOG093603RW	Duplicated	C0000232291_TRINITY_DN28141_c1_g4_i5	952.6	605
EOG093603SM	Duplicated	C0000103279_TRINITY_DN28912_c3_g1_i3	844.2	591
EOG093603SM	Duplicated	C0000103284_TRINITY_DN28912_c3_g1_i5	843.8	591
EOG093603SM	Duplicated	C0000103287_TRINITY_DN28912_c3_g1_i7	844.0	591
EOG093603SR	Duplicated	C0000091744_TRINITY_DN27144_c0_g1_i5	962.6	505
EOG093603SR	Duplicated	C0000091745_TRINITY_DN27144_c0_g1_i6	961.6	505
EOG093603SR	Duplicated	C0000091767_TRINITY_DN27144_c0_g1_i28	961.6	505
EOG093603SX	Duplicated	C0000245505_TRINITY_DN25727_c1_g1_i2	893.5	614
EOG093603SX	Duplicated	C0000245516_TRINITY_DN25727_c1_g1_i7	893.8	614
EOG093603SX	Duplicated	C0000266841_TRINITY_DN79673_c0_g1_i1	895.2	614
EOG093603T3	Missing
EOG093603TE	Complete	C0000086929_TRINITY_DN19963_c0_g1_i2	220.7	188
EOG093603UO	Missing
EOG093603UU	Duplicated	C0000290191_TRINITY_DN25493_c0_g1_i1	664.3	316
EOG093603UU	Duplicated	C0000290195_TRINITY_DN25493_c0_g1_i5	664.3	316
EOG093603UU	Duplicated	C0000290197_TRINITY_DN25493_c0_g1_i7	613.5	298
EOG093603UW	Complete	C0000235349_TRINITY_DN13547_c0_g1_i1	545.3	503
EOG093603VH	Fragmented	C0000184898_TRINITY_DN46613_c0_g1_i1	511.0	389
EOG093603VX	Duplicated	C0000246682_TRINITY_DN25098_c0_g2_i1	800.6	468
EOG093603VX	Duplicated	C0000246683_TRINITY_DN25098_c0_g1_i2	800.3	468
EOG093603VX	Duplicated	C0000246688_TRINITY_DN25098_c0_g1_i5	704.9	382
EOG093603VZ	Duplicated	C0000098482_TRINITY_DN26374_c0_g1_i8	1117.0	607
EOG093603VZ	Duplicated	C0000098484_TRINITY_DN26374_c0_g1_i10	1116.2	607
EOG093603VZ	Duplicated	C0000098485_TRINITY_DN26374_c0_g1_i11	1116.1	607
EOG093603W4	Duplicated	C0000183844_TRINITY_DN27455_c0_g1_i3	1131.2	602
EOG093603W4	Duplicated	C0000183845_TRINITY_DN27455_c0_g1_i4	1131.0	602
EOG093603W4	Duplicated	C0000183848_TRINITY_DN27455_c0_g2_i5	1131.3	602
EOG093603W7	Duplicated	C0000256762_TRINITY_DN23348_c0_g1_i3	1197.2	573
EOG093603W7	Duplicated	C0000256764_TRINITY_DN23348_c0_g2_i1	1197.2	573
EOG093603WH	Duplicated	C0000117020_TRINITY_DN29362_c1_g1_i1	906.6	683
EOG093603WH	Duplicated	C0000117021_TRINITY_DN29362_c1_g2_i1	906.7	683
EOG093603WZ	Duplicated	C0000119157_TRINITY_DN26256_c0_g2_i1	1011.1	519
EOG093603WZ	Duplicated	C0000119159_TRINITY_DN26256_c0_g2_i2	1011.0	519
EOG093603WZ	Duplicated	C0000119163_TRINITY_DN26256_c0_g1_i6	1011.1	519
EOG093603XJ	Duplicated	C0000175375_TRINITY_DN25925_c1_g3_i1	397.7	599
EOG093603XJ	Duplicated	C0000175382_TRINITY_DN25925_c1_g1_i7	399.3	604
EOG093603XJ	Duplicated	C0000175396_TRINITY_DN25925_c1_g1_i14	437.4	652
EOG093603XO	Fragmented	C0000041021_TRINITY_DN26441_c1_g2_i8	503.4	396
EOG093603YN	Duplicated	C0000239800_TRINITY_DN26879_c1_g1_i2	954.0	668
EOG093603YN	Duplicated	C0000239809_TRINITY_DN26879_c1_g2_i5	1080.1	761
EOG093603Z1	Duplicated	C0000181629_TRINITY_DN27414_c1_g2_i4	983.8	674
EOG093603Z1	Duplicated	C0000181633_TRINITY_DN27414_c1_g2_i6	983.9	674
EOG093603ZW	Missing
EOG0936040G	Missing
EOG0936041E	Missing
EOG0936041M	Duplicated	C0000258777_TRINITY_DN29002_c3_g2_i5	871.4	512
EOG0936041M	Duplicated	C0000258783_TRINITY_DN29002_c3_g2_i8	885.7	531
EOG0936041M	Duplicated	C0000258797_TRINITY_DN29002_c3_g2_i13	852.5	469
EOG0936041Q	Duplicated	C0000297502_TRINITY_DN25602_c0_g1_i1	1263.1	641
EOG0936041Q	Duplicated	C0000297508_TRINITY_DN25602_c0_g2_i5	1154.2	593
EOG0936041Q	Duplicated	C0000297511_TRINITY_DN25602_c0_g2_i7	1263.8	641
EOG0936041Y	Complete	C0000121963_TRINITY_DN29682_c4_g1_i2	1245.9	584
EOG09360424	Duplicated	C0000108420_TRINITY_DN21702_c0_g1_i1	912.1	554
EOG09360424	Duplicated	C0000108422_TRINITY_DN21702_c0_g1_i2	912.4	554
EOG0936042H	Complete	C0000057268_TRINITY_DN28795_c2_g4_i19	663.3	482
EOG0936042R	Duplicated	C0000022275_TRINITY_DN16282_c0_g1_i1	1007.3	632
EOG0936042R	Duplicated	C0000175822_TRINITY_DN17801_c0_g1_i1	1006.8	631
EOG09360439	Duplicated	C0000017215_TRINITY_DN26569_c5_g1_i1	1000.7	559
EOG09360439	Duplicated	C0000017232_TRINITY_DN26569_c5_g1_i7	1000.4	559
EOG09360439	Duplicated	C0000017247_TRINITY_DN26569_c5_g1_i13	1000.4	559
EOG0936043P	Duplicated	C0000212516_TRINITY_DN24061_c1_g2_i5	891.0	548
EOG0936043P	Duplicated	C0000212518_TRINITY_DN24061_c1_g2_i7	891.1	548
EOG0936043P	Duplicated	C0000212519_TRINITY_DN24061_c1_g2_i8	889.8	548
EOG0936043U	Duplicated	C0000206025_TRINITY_DN24559_c0_g1_i7	1245.1	553
EOG0936043U	Duplicated	C0000206027_TRINITY_DN24559_c0_g1_i9	1245.5	553
EOG0936043U	Duplicated	C0000206029_TRINITY_DN24559_c0_g1_i11	1245.3	553
EOG0936044V	Missing
EOG0936045K	Duplicated	C0000137964_TRINITY_DN27641_c0_g1_i1	780.4	524
EOG0936045K	Duplicated	C0000137969_TRINITY_DN27641_c0_g2_i3	779.7	543
EOG0936045K	Duplicated	C0000137974_TRINITY_DN27641_c0_g1_i5	780.2	524
EOG0936046G	Missing
EOG0936047E	Duplicated	C0000105818_TRINITY_DN28671_c1_g1_i3	923.3	482
EOG0936047E	Duplicated	C0000105820_TRINITY_DN28671_c1_g1_i5	896.8	483
EOG0936047E	Duplicated	C0000130058_TRINITY_DN29487_c4_g2_i2	923.8	482
EOG0936048K	Duplicated	C0000170854_TRINITY_DN24886_c0_g1_i3	997.5	534
EOG0936048K	Duplicated	C0000170861_TRINITY_DN24886_c0_g2_i5	998.3	534
EOG09360490	Duplicated	C0000133229_TRINITY_DN30330_c4_g5_i2	1011.8	684
EOG09360490	Duplicated	C0000133234_TRINITY_DN30330_c4_g5_i3	1011.8	684
EOG09360490	Duplicated	C0000276366_TRINITY_DN30425_c3_g5_i3	1011.8	684
